2023,378904407
2020,373956671
2015,360464919
2010,345272107
2005,329184546
2000,313205695
1995,295071643
1990,275860329
1985,261105161
1980,247761304
1975,234519142
1970,221865907
1965,209482853
1960,194177008
1955,176940530
