2023,742272652
2022,743555765
2021,745173774
2020,746225356
2019,746189645
2018,745359130
2017,744449361
2016,743318582
2015,742107449
2010,736276813
2005,728950486
2000,726968473
1995,727300408
1990,721497282
1985,707516287
1980,693437228
1975,676770845
1970,656521426
1965,634267606
1960,605629870
1955,576304974
