2023,664997121
2022,660269074
2021,656098097
2020,651836122
2019,646846757
2018,641303732
2017,635448199
2016,629341008
2015,623076488
2010,590547013
2005,557964020
2000,522512130
1995,483431616
1990,442565114
1985,402164075
1980,362332604
1975,323032374
1970,286525532
1965,252093551
1960,219754160
1955,191936410
