2023,1460481772
2022,1426736305
2021,1393676444
2020,1360677231
2019,1327701163
2018,1295265049
2017,1263333733
2016,1232111603
2015,1201107938
2010,1055333397
2005,927898100
2000,818952057
1995,724331670
1990,638157236
1985,555652630
1980,481542773
1975,417556630
1970,365450108
1965,321446986
1960,284287856
1955,253847728
