2023,4753079727
2022,4722634764
2021,4694576167
2020,4664324075
2019,4628967395
2018,4590021502
2017,4548303446
2016,4504153488
2015,4459437458
2010,4221171012
2005,3980365939
2000,3736037845
1995,3484178996
1990,3211352076
1985,2910587913
1980,2636013559
1975,2396020826
1970,2145547093
1965,1902211904
1960,1699525168
1955,1532902816
